	gene symbol	chromosome	gene start
4276	UBE2N	12	93405673
4277	TESPA1	12	54948015
4278	HPD	12	121839527
4279	ALG10	12	34022468
4280	KITLG	12	88492793
4281	SCAF11	12	45919131
4282	PLXNC1	12	94148577
4283	MYF6	12	80707634
4284	MTERF2	12	106977277
4285	METAP2	12	95473520
4286	GTSF1	12	54455950
4287	MON2	12	62466817
4288	POLR3B	12	106357748
4289	DAZAP2	12	51238724
4290	CSRP2	12	76858709
4291	PDE1B	12	54549601
4292	FBXW8	12	116910950
4293	SOCS2	12	93569814
4294	CKAP4	12	106237881
4295	EEA1	12	92770637
4296	RIC8B	12	106774621
4297	CRY1	12	106991364
4298	E2F7	12	77021248
4299	RILPL1	12	123470054
4300	TMTC3	12	88142296
4301	WSCD2	12	108129288
4302	HCFC2	12	104064531
4303	SLC5A8	12	101155493
4304	CFAP54	12	96489571
4305	KSR2	12	117453012
4306	DENR	12	122752824
4307	MIP	12	56449502
4308	NUP37	12	102073103
4309	ANAPC5	12	121308245
4310	LTA4H	12	96000753
4311	NTN4	12	95657807
4312	PSMD9	12	121888732
4313	SLC48A1	12	47753916
4314	RAP1B	12	68610855
4315	USP44	12	95516560
4316	TESC	12	117038923
4317	RBM19	12	113816738
4318	CMAS	12	22046218
4319	LRRC10	12	69608564
4320	CAMKK2	12	121237675
4321	MLXIP	12	122078756
4322	AMDHD1	12	95943331
4323	PAH	12	102836889
4324	NOPCHAP1	12	104986316
4325	SUDS3	12	118376555
4326	MYF5	12	80716912
4327	BBS10	12	76344474
4328	CRADD	12	93677375
4329	CCDC60	12	119334712
4330	NUDT4	12	93377883
4331	TCP11L2	12	106301929
4332	DBX2	12	45014672
4333	DRAM1	12	101877580
4334	SRRM4	12	118981541
4335	TSPAN8	12	71125085
4336	LRP1	12	57128483
4337	CFAP251	12	121918592
4338	NCKAP1L	12	54497752
4340	GALNT9	12	132196372
4341	UTP20	12	101280105
4342	LGR5	12	71439798
4343	SCYL2	12	100267140
4344	ADGRD1	12	130953907
4345	SNRNP35	12	123458088
4346	ZNF10	12	133130575
4347	SSH1	12	108778191
4348	MAPKAPK5	12	111842228
4349	ARL1	12	101393116
4350	RFC5	12	118013588
4352	ITPR2	12	26335352
4353	ALKBH2	12	109088188
4354	TAOK3	12	118149801
4355	PEBP1	12	118136124
4356	ASCL1	12	102957674
4357	USP30	12	109023089
4358	CUX2	12	111034165
4359	CPM	12	68842197
4360	DAO	12	108858932
4361	CCDC63	12	110846769
4362	SLCO1B3-SLCO1B7	12	20815674
4363	ABTB3	12	107318421
4364	SLC15A4	12	128793194
4365	MYL2	12	110910819
4366	RPH3A	12	112570380
4367	P2RX7	12	121132819
4368	TMEM132D	12	129071725
4369	TMEM116	12	111931282
4370	SPRYD4	12	56468578
4371	GLT1D1	12	128853427
4372	SLC17A8	12	100357074
4373	STAC3	12	57243453
4374	BRAP	12	111642146
4375	CHPT1	12	101696947
4376	TBX3	12	114670255
4377	SVOP	12	108907741
4378	ANHX	12	133218312
4379	VSIG10	12	118063593
4380	SYCP3	12	101728648
4381	AQP6	12	49967194
4384	NT5DC3	12	103770453
4385	FGFR1OP2	12	26938470
4386	ABCD2	12	39550033
4387	YEATS4	12	69359710
4388	ADIPOR2	12	1688574
4389	CACNA2D4	12	1791963
4390	LRTM2	12	1820267
4391	DCP1B	12	1946053
4392	PHC1	12	8913896
4393	M6PR	12	8940361
4394	KLRG1	12	8950044
4395	PZP	12	9148840
4396	TBX5	12	114353911
4397	INHBC	12	57434784
4398	GLI1	12	57459785
4399	ARHGAP9	12	57472264
4400	MARS1	12	57475445
4402	MBD6	12	57520710
4403	PIP4K2C	12	57591174
4404	DTX3	12	57604622
4405	ARHGEF25	12	57610180
4407	B4GALNT1	12	57623409
4408	TSPAN31	12	57738013
4409	CDK4	12	57747727
4410	MARCHF9	12	57755103
4411	METTL1	12	57768471
4412	EEF1AKMT3	12	57771492
4414	TSFM	12	57782761
4415	C12orf50	12	87980035
4416	C12orf29	12	88033846
4417	LRRC43	12	122167738
4418	IL31	12	122172029
4419	B3GNT4	12	122203681
4421	VPS33A	12	122229564
4422	IKBIP	12	98613405
4423	TMPO	12	98515579
4424	RBP5	12	7115736
4425	CLSTN3	12	7129698
4427	MYRFL	12	69825227
4428	KCNMB4	12	70366290
4429	A2M	12	9067664
4430	AVPR1A	12	63142759
4431	BCL7A	12	122019422
4432	MSRB3	12	65278643
4433	ASIC1	12	50057548
4434	C12orf75	12	105235290
4435	SMIM41	12	52079704
4436	KLRC3	12	10412315
4437	ZNF268	12	133181409
4438	DYRK2	12	67648338
4439	WASHC4	12	105107324
4440	KANSL2	12	48653211
4441	SLCO1B3	12	20810702
4442	ACAD10	12	111686053
4443	KCNC2	12	75040077
4444	ZFC3H1	12	71609599
4445	NEDD1	12	96907224
4446	TNS2	12	53046969
4447	RAD52	12	911736
4448	LPCAT3	12	6976185
4449	C1R	12	7080214
4450	PEX5	12	7188685
4451	FAM222A	12	109713825
4452	TRPV4	12	109783087
4453	GLTP	12	109850945
4454	PLCZ1	12	18683169
4455	CAPZA3	12	18738119
4456	PIK3C2G	12	18242961
4457	EPYC	12	90963682
4458	LUM	12	91102629
4459	DCN	12	91140484
4460	COX6A1	12	120438090
4462	TRIAP1	12	120443964
4463	GATC	12	120446444
4464	DYNLL1	12	120469850
4465	COQ5	12	120503279
4466	POP5	12	120578764
4468	CCDC65	12	48904110
4469	FKBP11	12	48921518
4470	WNT10B	12	48965340
4471	DDN	12	48995149
4472	RHEBL1	12	49064676
4473	DHH	12	49086656
4474	TUBA1B	12	49127782
4475	ARF3	12	48935723
4476	COPS7A	12	6724014
4477	LAG3	12	6772512
4478	CD4	12	6786858
4479	GPR162	12	6821624
4480	P3H3	12	6828407
4481	GNB3	12	6839954
4482	LRRC23	12	6873569
4483	ENO2	12	6913745
4484	ATN1	12	6924463
4485	C12orf57	12	6942978
4486	PTPN6	12	6946468
4487	TPI1	12	6867119
4488	ATXN2	12	111443485
4489	ETNK1	12	22625075
4491	NAP1L1	12	76036585
4492	TIGAR	12	4307763
4493	FGF23	12	4368227
4494	CCND2	12	4269771
4495	GDF11	12	55743122
4496	SARNP	12	55752463
4498	ORMDL2	12	55818041
4499	MMP19	12	55835433
4500	DGKA	12	55927319
4501	LPAR5	12	6618835
4502	ACRBP	12	6638075
4503	ING4	12	6650301
4504	PTMS	12	6765516
4505	SDR9C7	12	56923133
4506	GPR182	12	56994492
4507	ZBTB39	12	56998836
4508	TAC3	12	57010000
4509	MYO1A	12	57028517
4510	NEMP1	12	57055643
4511	NAB2	12	57089043
4512	STAT6	12	57095408
4513	HDAC7	12	47782722
4514	VDR	12	47841537
4515	TMEM106C	12	47963569
4516	COL2A1	12	47972967
4517	SENP1	12	48042897
4518	TMED2	12	123584533
4519	DDX55	12	123602077
4520	EIF2B1	12	123620406
4521	GTF2H3	12	123633739
4522	ATP6V0A2	12	123712353
4523	DNAH10	12	123762188
4524	HSPB8	12	119171555
4525	PPFIBP1	12	27523431
4526	REP15	12	27696447
4527	MRPS35	12	27710822
4528	KLHL42	12	27780048
4529	PTHLH	12	27958084
4530	CEP290	12	88049016
4531	VWF	12	5948877
4532	FICD	12	108515277
4533	SART3	12	108522214
4534	ISCU	12	108562582
4535	TMEM119	12	108589851
4536	EMP1	12	13196723
4537	EIF4B	12	53006282
4538	SLCO1C1	12	20695332
4539	KIF21A	12	39293228
4540	NELL2	12	44508275
4541	LDHB	12	21635342
4542	KERA	12	91050491
4543	RAB3IP	12	69738860
4544	LRIG3	12	58872149
4545	ZNF385A	12	54369133
4546	CD163L1	12	7346685
4547	RFX4	12	106583004
4548	TPCN1	12	113221050
4549	SELPLG	12	108621895
4550	SSPN	12	26121991
4551	CORO1C	12	108645109
4552	AQP2	12	49950737
4553	WSB2	12	118032687
4554	PDE3A	12	20368537
4555	MED13L	12	115957905
4556	KLRC1	12	10442264
4557	DNAI7	12	25108289
4558	ETFRF1	12	25195216
4559	MANSC4	12	27762427
4560	FOXN4	12	109277978
4561	KCTD10	12	109448655
4562	UBE3B	12	109477402
4563	MMAB	12	109553715
4564	ZCCHC8	12	122471599
4565	RSRC2	12	122503454
4566	KNTC1	12	122527246
4567	HCAR2	12	122701293
4568	HCAR3	12	122714756
4569	HCAR1	12	122726076
4570	CCDC62	12	122774526
4571	HIP1R	12	122834453
4572	VPS37B	12	122865330
4573	ANKRD33	12	51888009
4574	ACVRL1	12	51906908
4575	ACVR1B	12	51951699
4576	TAMALIN	12	52006946
4577	NR4A1	12	52022832
4578	STAB2	12	103587273
4579	KIF5A	12	57546026
4581	RDH5	12	55720367
4582	CD63	12	55725323
4583	SPRING1	12	116710171
4584	HRK	12	116856144
4585	OR6C70	12	55469200
4586	OR6C68	12	55492378
4587	SCNN1A	12	6346843
4588	LTBR	12	6375045
4589	TAPBPL	12	6451690
4590	CD9	12	6199715
4591	ATP5F1B	12	56638175
4592	PTGES3	12	56663341
4594	HSD17B6	12	56752161
4595	NACA	12	56712305
4596	MFSD5	12	53251251
4597	ESPL1	12	53268299
4598	PFDN5	12	53295291
4599	MYG1	12	53299695
4600	AAAS	12	53307456
4601	SP7	12	53326575
4602	SP1	12	53380176
4603	AMHR2	12	53423855
4604	PRR13	12	53441678
4605	CBX5	12	54230942
4606	NFE2	12	54292111
4607	COPZ1	12	54301202
4608	GPR84	12	54362445
4609	MRPL51	12	6491886
4610	NCAPD2	12	6493356
4611	GAPDH	12	6534512
4612	NOP2	12	6556863
4614	CHD4	12	6570082
4615	YAF2	12	42157104
4616	PPHLN1	12	42238447
4617	ZCRB1	12	42312086
4618	IFFO1	12	6538961
4619	TMEM233	12	119593774
4620	PRKAB1	12	119667864
4621	CIT	12	119685791
4622	MLF2	12	6747996
4623	PHB2	12	6965327
4624	NFYB	12	104117086
4625	EID3	12	104303739
4626	RNFT2	12	116738178
4627	HMGA2	12	65824460
4628	CNOT2	12	70243002
4629	VAMP1	12	6462237
4630	HNRNPA1	12	54280193
4631	KICS2	12	64186316
4632	C12orf56	12	64264762
4633	XPOT	12	64404392
4635	DCTN2	12	57529633
4636	DIABLO	12	122207663
4637	USP5	12	6852148
4638	PTPRB	12	70515870
4639	CD27	12	6444955
4640	PIANP	12	6693791
4641	FRS2	12	69470349
4642	RERGL	12	18080869
4643	SLC2A14	12	7812512
4644	BAZ2A	12	56595596
4645	AMIGO2	12	47075707
4646	CLEC4C	12	7729383
4647	PPFIA2	12	81257975
4648	MRPL42	12	93467514
4649	PARPBP	12	102120183
4650	CDCA3	12	6844793
4651	SPSB2	12	6870935
4652	CD163	12	7470811
4653	TBK1	12	64452090
4654	RASSF3	12	64507001
4655	GNS	12	64713445
4657	WIF1	12	65050626
4658	LEMD3	12	65169583
4659	SCARB1	12	124776856
4660	LETMD1	12	51047962
4661	CSRNP2	12	51061205
4662	SFSWAP	12	131711081
4663	ULK1	12	131894622
4664	PUS1	12	131929200
4665	MMP17	12	131828393
4666	LRCOL1	12	132603150
4667	P2RX2	12	132618776
4668	PXMP2	12	132687587
4669	FBRSL1	12	132489551
4670	TSPAN19	12	85014311
4671	HSP90B1	12	103930107
4672	C12orf73	12	103940763
4673	TDG	12	103965822
4674	LRRK2	12	40196744
4675	SLC6A15	12	84859491
4676	PTPRQ	12	80402178
4677	OTOGL	12	80099537
4678	OAS1	12	112905856
4679	OAS3	12	112938051
4680	OAS2	12	112978395
4681	C12orf43	12	121000486
4682	ANO6	12	45215987
4683	TCTN2	12	123671110
4684	ARPC3	12	110434823
4685	GPN3	12	110452486
4686	FAM216A	12	110468415
4687	VPS29	12	110491083
4688	RAD9B	12	110501655
4689	PPTC7	12	110533245
4690	HVCN1	12	110627841
4691	PPP1CC	12	110719680
4692	TCTN1	12	110614027
4693	TUBA1A	12	49184686
4694	TROAP	12	49323236
4695	C1QL4	12	49332409
4696	DNAJC22	12	49346888
4697	PLBD2	12	113358566
4698	SDS	12	113392445
4699	SDSL	12	113422380
4700	LHX5	12	113462033
4701	SLC8B1	12	113298759
4702	RAB5B	12	55973913
4703	SUOX	12	55997180
4704	IKZF4	12	56007659
4705	RPS26	12	56041351
4707	PA2G4	12	56104537
4708	RPL41	12	56116590
4709	ESYT1	12	56118250
4710	ZC3H10	12	56118260
4711	MYL6	12	56158346
4712	SMARCC2	12	56162359
4713	RNF41	12	56202179
4714	NABP2	12	56222015
4715	SLC39A5	12	56230049
4716	ANKRD52	12	56237807
4717	COQ10A	12	56266890
4718	CS	12	56271699
4720	CNPY2	12	56309842
4721	IL23A	12	56334174
4722	APOF	12	56360568
4723	SLCO1B1	12	21131194
4724	IAPP	12	21354959
4725	PYROXD1	12	21437615
4726	RECQL	12	21468910
4727	GOLT1B	12	21501781
4728	SPX	12	21526296
4729	YARS2	12	32727490
4730	CACNB3	12	48813794
4731	RND1	12	48857145
4732	ADCY6	12	48766194
4733	MPHOSPH9	12	123152320
4734	CDK2AP1	12	123250112
4735	SBNO1	12	123289109
4736	MTRFR	12	123233385
4737	DHX37	12	124946825
4738	BRI3BP	12	124993645
4739	AACS	12	125065434
4740	GRIN2B	12	13437942
4741	LLPH	12	66116555
4743	IRAK3	12	66189195
4744	HELB	12	66302493
4745	SLC11A2	12	50979401
4746	RDH16	12	56951431
4747	DNAJC14	12	55820960
4748	ACTR6	12	100199122
4749	CLIP1	12	122271432
4750	ST8SIA1	12	22063773
4751	ZNF140	12	133080474
4752	NUAK1	12	106063345
4753	TBC1D15	12	71839707
4754	ZDHHC17	12	76764103
4755	OR2AP1	12	55572468
4756	OR6C2	12	55444069
4757	GLT8D2	12	103988987
4758	LIN7A	12	80792520
4759	C12orf71	12	27081057
4760	FIGNL2	12	51817899
4761	ZNF891	12	133104779
4762	RILPL2	12	123415039
4763	WNK1	12	752579
4764	TBC1D30	12	64759484
4765	NR2C1	12	95020229
4766	NDUFA12	12	94895297
4767	RNF10	12	120533480
4769	SLC25A3	12	98593591
4770	APAF1	12	98645290
4771	CREBL2	12	12611827
4772	GPR19	12	12660890
4773	APOLD1	12	12725917
4774	DDX47	12	12813316
4775	HNF1A	12	120978543
4776	ATP2A2	12	110280756
4777	PYM1	12	55901413
4778	PMEL	12	55954105
4779	CDK2	12	55966781
4780	GLIPR1L1	12	75334670
4781	GLIPR1L2	12	75391089
4782	GLIPR1	12	75480753
4783	KRR1	12	75490863
4784	OR6C4	12	55549602
4785	LMNTD1	12	25409307
4786	ERBB3	12	56076799
4787	TRHDE	12	72087266
4788	OR6C75	12	55362975
4789	OR6C76	12	55426254
4790	OR6C6	12	55293988
4791	ANP32D	12	48472559
4792	C12orf54	12	48482498
4793	LALBA	12	48567684
4794	NEUROD4	12	55019974
4795	OR9K2	12	55126406
4796	DUSP16	12	12473282
4797	GPRC5A	12	12891559
4798	HEBP1	12	12974870
4799	GARIN6	12	99647753
4800	PRKAG1	12	49002274
4801	CDKN1B	12	12685498
4802	ERP29	12	112013348
4803	NAA25	12	112026689
4804	TRAFD1	12	112125538
4805	HECTD4	12	112160188
4806	C1RL	12	7089587
4807	C2CD5	12	22448583
4808	FGF6	12	4428155
4809	DDIT3	12	57516588
4810	ANAPC7	12	110372900
4811	TMEM132C	12	128267170
4812	OR6C65	12	55400529
4813	ATG101	12	52069246
4814	CLEC12B	12	10010627
4815	TAFA2	12	61708273
4816	ZNF384	12	6666477
4817	PHETA1	12	111360651
4818	SLCO1A2	12	21264600
4819	PLEKHG7	12	92702843
4820	PITPNM2	12	122983480
4821	TMEM52B	12	10170542
4822	DEPDC4	12	100203669
4823	PLEKHG6	12	6310436
4824	SLC41A2	12	104801801
4825	PWP1	12	107685799
4826	PRDM4	12	107732871
4827	ASCL4	12	107774704
4828	TMEM132B	12	125186386
4829	PCBP2	12	53452102
4830	MAP3K12	12	53479669
4831	TARBP2	12	53500921
4832	ATF7-NPFF	12	53506691
4833	ATF7	12	53507856
4834	ATP5MC2	12	53632726
4835	RASSF9	12	85800703
4836	NTS	12	85874295
4837	MGAT4C	12	85955666
4838	FGD4	12	32399558
4839	IRAG2	12	25004342
4840	NPFF	12	53506688
4841	CFAP73	12	113149724
4842	DDX54	12	113157173
4843	RITA1	12	113185526
4844	IQCD	12	113195441
4845	DTX1	12	113056730
4846	TFCP2	12	51093656
4847	CCDC91	12	28133249
4848	OR6C3	12	55330043
4849	KRT3	12	52789685
4850	KRT4	12	52806549
4851	KRT79	12	52821408
4852	KRT78	12	52837804
4853	KRT18	12	52948871
4854	KRT8	12	52897187
4855	OR6C74	12	55244609
4856	ABCC9	12	21797389
4857	ANKS1B	12	98726457
4858	TCHP	12	109900264
4859	ANKRD13A	12	109999186
4860	IFT81	12	110124335
4861	GUCY2C	12	14612632
4862	H2AJ	12	14774405
4863	WBP11	12	14784582
4864	C12orf60	12	14803666
4865	SMCO3	12	14804650
4866	ART4	12	14825569
4867	MGP	12	14880864
4868	ERP27	12	14914039
4869	ARHGDIB	12	14942031
4870	PDE6H	12	14973042
4871	OR10P1	12	55636892
4872	ATF7IP	12	14365676
4873	PLBD1	12	14503661
4874	MLEC	12	120687149
4875	UNC119B	12	120710458
4876	ACADS	12	120725774
4877	SPPL3	12	120762510
4878	CABP1	12	120640626
4880	KMT2D	12	49018975
4881	KRAS	12	25205246
4882	RPL6	12	112405189
4883	PTPN11	12	112418351
4884	C12orf76	12	110027028
4885	WNT1	12	48978322
4886	SETD1B	12	121804009
4887	KMT5A	12	123384132
4888	CEP83	12	94306449
4889	METTL7B	12	55681736
4890	FBXO21	12	117141991
4891	ADAMTS20	12	43353866
4892	TUBA1C	12	49188736
4893	NOS1	12	117208142
4894	UBC	12	124911604
4895	KDM2B	12	121429096
4896	GIT2	12	109929804
4897	ANO2	12	5531869
4898	ABCB9	12	122920951
4899	P2RX4	12	121210065
4900	KLRC2	12	10426854
4901	CSAD	12	53157663
4902	LMO3	12	16548372
4903	TMBIM4	12	66135846
4904	MUCL1	12	54830518
4905	LARP4	12	50392383
4906	VEZT	12	95217746
4907	PRB1	12	11351823
4908	MDM2	12	68808177
4909	OR6C1	12	55314343
4910	ACSM4	12	7304072
4911	ACACB	12	109116587
4912	POU6F1	12	51186936
4913	EIF2S3B	12	10505602
4914	BLOC1S1	12	55716038
4915	CLEC1B	12	9985642
4916	H4C16	12	14767999
4917	C12orf42	12	103237591
4918	PIWIL1	12	130337887
4919	RAN	12	130872037
4920	RXYLT1	12	63779833
4921	MORN3	12	121648742
4922	TMEM120B	12	121712752
4923	RHOF	12	121777754
4924	AGAP2	12	57723761
4925	BICDL1	12	119989236
4926	RAB35	12	120095099
4927	GCN1	12	120127202
4928	RPLP0	12	120196699
4929	PXN	12	120210439
4930	WNT5B	12	1529891
4931	FBXL14	12	1565993
4932	ERC1	12	990509
4933	BHLHE41	12	26120030
4934	RASSF8	12	25958232
4935	MUC19	12	40393395
4936	AVIL	12	57797376
4937	CLEC2D	12	9664969
4938	CD69	12	9752486
4939	KLRF1	12	9827481
4940	CLEC2B	12	9852369
4941	KLRF2	12	9881489
4942	CLEC2A	12	9898673
4943	CLEC12A	12	9951316
4944	CHFR	12	132822187
4945	ZNF605	12	132918306
4946	ZNF26	12	132986365
4947	ZNF84	12	133037292
4948	DENND5B	12	31382226
4949	AK4P3	12	31615023
4950	GOLGA3	12	132768902
4951	RASAL1	12	113098819
4952	R3HDM2	12	57253762
4953	PRB3	12	11265914
4954	NDUFA4L2	12	57234903
4955	SNRPF	12	95858952
4956	KLRC4	12	10407384
4957	PAN2	12	56316223
4958	LIMA1	12	50175788
4959	RNF34	12	121400083
4960	GPRC5D	12	12940575
4961	INHBE	12	57452323
4962	CAPRIN2	12	30709552
4963	RAD51AP1	12	4538798
4964	DYRK4	12	4562208
4966	AKAP3	12	4615508
4967	NDUFA9	12	4649095
4969	GALNT8	12	4720400
4970	KCNA6	12	4809334
4971	KCNA1	12	4909905
4972	DPY19L2	12	63558913
4973	SRGAP1	12	63843761
4974	METTL7A	12	50923472
4976	ATF1	12	50763710
4977	TMPRSS12	12	50842920
4978	HIGD1C	12	50952538
4980	FAM90A1	12	8221260
4981	MYL6B	12	56152256
4982	AICDA	12	8602155
4983	FOXJ2	12	8032716
4984	C3AR1	12	8056844
4985	NECAP1	12	8076939
4986	CLEC4A	12	8123617
4987	ZNF705A	12	8157015
4988	PUS7L	12	43718992
4989	TWF1	12	43793723
4990	IRAK4	12	43758944
4991	FAR2	12	29149016
4992	ERGIC2	12	29337352
4993	FAM234B	12	13044381
4994	KRT80	12	52168996
4995	KRT7	12	52232520
4996	KRT86	12	52249300
4997	KRT81	12	52285913
4998	KRT83	12	52314301
4999	KRT85	12	52360006
5000	KRT84	12	52377812
5001	KRT82	12	52393931
5002	KRT75	12	52424070
5003	KRT6B	12	52446651
5004	KRT6C	12	52468516
5005	KRT6A	12	52487176
5006	KRT5	12	52514575
5007	KRT71	12	52543909
5008	KRT74	12	52565782
5009	KRT72	12	52585589
5010	KRT73	12	52607570
5011	GRIP1	12	66347431
5012	TXNRD1	12	104215779
5013	OVCH1	12	29412474
5014	MVK	12	109573255
5015	TAS2R7	12	10801532
5016	TAS2R8	12	10806051
5017	TAS2R9	12	10809094
5018	PRR4	12	10845849
5019	TAS2R13	12	10907926
5020	PRH2	12	10929236
5021	TIMELESS	12	56416363
5022	STAT2	12	56341597
5023	TNFRSF1A	12	6328757
5024	BMAL2	12	27332836
5025	CCDC92	12	123918660
5026	ZNF664	12	123971845
5027	NCOR2	12	124324415
5028	KCNH3	12	49539030
5029	MCRS1	12	49556544
5030	PRPF40B	12	49568218
5031	FAM186B	12	49582885
5032	FMNL3	12	49636499
5033	ARL6IP4	12	122980060
5034	C1S	12	6988259
5035	HOXC13	12	53938831
5036	HOXC12	12	53954903
5037	HOXC11	12	53973126
5038	HOXC10	12	53985065
5039	HOXC6	12	53990624
5040	HOXC9	12	53994895
5041	HOXC8	12	54008985
5042	ORAI1	12	121626509
5043	MYO1H	12	109347900
5044	NINJ2	12	564296
5045	CACNA1C	12	1970772
5046	FKBP4	12	2794970
5047	ITFG2	12	2812622
5048	NRIP2	12	2825348
5049	TEX52	12	2849046
5050	FOXM1	12	2857680
5051	RHNO1	12	2876258
5052	TULP3	12	2877223
5053	TEAD4	12	2959330
5054	TSPAN9	12	3077355
5055	PRMT8	12	3381349
5056	CAPS2	12	75275979
5057	SMCO2	12	27446736
5058	GSG1	12	13083532
5059	UNG	12	109097597
5060	OR8S1	12	48525632
5061	OGFOD2	12	122974580
5063	OR5BS1P	12	48559882
5064	OASL	12	121017763
5065	TAS2R10	12	10825219
5066	POLE	12	132623753
5067	ARID2	12	45729706
5068	LMBR1L	12	49097136
5069	PKP2	12	32790745
5070	OS9	12	57693841
5071	DDX23	12	48829756
5072	EMG1	12	6970913
5074	DDX51	12	132136594
5075	NOC4L	12	132144457
5076	EP400	12	131949942
5077	DNM1L	12	32679200
5078	IFNG	12	68154768
5079	IL26	12	68201349
5080	IL22	12	68248242
5081	MDM1	12	68272443
5082	RFLNA	12	123973241
5084	HOXC4	12	54016931
5085	HOXC5	12	54033050
5086	SMUG1	12	54121277
5087	PRH1	12	10824960
5089	TAS2R14	12	10937408
5090	TAS2R50	12	10985913
5091	TAS2R20	12	10995961
5092	TAS2R19	12	11021619
5093	TAS2R31	12	11030387
5094	TAS2R46	12	11061365
5095	TAS2R43	12	11091287
5096	TAS2R30	12	11132958
5097	SMIM10L1	12	11171194
5098	CYP27B1	12	57762334
5099	TMDD1	12	51813921
5100	SCN8A	12	51590266
5101	IQSEC3	12	66767
5102	SLC6A12	12	190077
5103	SLC6A13	12	220621
5104	KDM5A	12	280057
5105	CCDC77	12	389273
5107	SOX5	12	23529504
5108	PMCH	12	102196459
5109	IGF1	12	102395874
5110	SYT1	12	78863993
5111	ANKLE2	12	132725503
5112	PGAM5	12	132710819
5113	POC1B	12	89419718
5114	POC1B-GALNT4	12	89519408
5115	GALNT4	12	89519412
5116	ATP2B1	12	89588049
5117	KCNJ8	12	21764955
5118	BICD1	12	32106835
5119	CNTN1	12	40692439
5120	TSPAN11	12	30926428
5121	DDX11	12	31073860
5122	SINHCAF	12	31280584
5123	KLRB1	12	9594551
5124	PRPH	12	49295147
5125	SPATS2	12	49366584
5126	STX2	12	130789600
5127	SIRT4	12	120302316
5128	PLA2G1B	12	120322115
5129	MSI1	12	120341330
5130	SRSF9	12	120461672
5131	FZD10	12	130162459
5132	PRIM1	12	56730438
5133	AEBP2	12	19404045
5134	PLEKHA5	12	19129669
5135	RERG	12	15107783
5136	PHLDA1	12	76025447
5137	ASB8	12	48147789
5138	CCDC184	12	48183644
5139	ZNF641	12	48337180
5140	ITGA7	12	55684568
5141	OR10AD1	12	48202339
5142	H1-7	12	48328980
5143	RIMBP2	12	130396133
5144	TMTC1	12	29500840
5145	PARP4	13	24420931
5146	MIPEP	13	23730189
5147	KATNAL1	13	30202630
5148	UBE2L5	13	30422488
5149	CCNA1	13	36431520
5150	USPL1	13	30617693
5151	URAD	13	27977717
5152	HMGB1	13	30456704
5154	KPNA3	13	49699320
5155	CRYL1	13	20403666
5156	CDX2	13	27960918
5157	CAB39L	13	49308650
5158	DNAJC15	13	43023203
5159	GPR12	13	26755200
5160	WASF3	13	26557683
5161	POSTN	13	37562583
5162	SERP2	13	44373665
5163	FNDC3A	13	48975912
5164	LHFPL6	13	39209116
5165	AKAP11	13	42272152
5166	SMIM2	13	44143150
5167	MZT1	13	72708367
5168	PROSER1	13	39009865
5169	ERICH6B	13	45534522
5170	PIBF1	13	72782133
5171	BORA	13	72727749
5172	KLHL1	13	69700594
5173	GTF3A	13	27424619
5175	ELF1	13	40931924
5176	SCEL	13	77535674
5177	TSC22D1	13	44432143
5178	FREM2	13	38687077
5179	PRR20B	13	57147488
5180	TBC1D4	13	75283503
5181	PRR20D	13	57160632
5182	SPRY2	13	80335976
5183	PRR20E	13	57167197
5184	UFM1	13	38349849
5185	KLF5	13	73054976
5186	CBY2	13	45702320
5187	TGDS	13	94574054
5188	UBAC2	13	99200774
5189	RFC3	13	33818069
5190	DCT	13	94436811
5191	POU4F1	13	78598362
5192	SPATA13	13	23979805
5193	NHLRC3	13	39038306
5194	OLFM4	13	53028813
5195	PRR20A	13	57140918
5196	IPO5	13	97953658
5197	DIAPH3	13	59665583
5198	PCDH17	13	57631744
5199	USP12	13	27066156
5200	WBP4	13	41061509
5201	SERTM1	13	36674020
5202	SOX21	13	94709622
5203	SLC7A1	13	29509414
5204	SLC15A1	13	98683801
5205	FOXO1	13	40555667
5206	COG3	13	45464898
5207	LRCH1	13	46553168
5208	GPR180	13	94601857
5209	CDADC1	13	49247925
5210	ABCC4	13	95019835
5211	DIS3	13	72752169
5212	COG6	13	39655627
5213	MEDAG	13	30906271
5214	COL4A2	13	110305812
5215	PRR20C	13	57140918
5216	SLITRK6	13	85792790
5217	PCDH9	13	66302834
5218	DNAJC3	13	95677139
5219	C13orf46	13	113953705
5220	ZMYM5	13	19823482
5221	SOX1	13	112067149
5222	TEX26	13	30932656
5223	MYO16	13	108596152
5224	COL4A1	13	110148963
5225	IRS2	13	109752695
5226	SPACA7	13	112376355
5227	CLDN10	13	95433604
5228	STOML3	13	38965925
5229	ANKRD10	13	110878540
5230	NALF1	13	107163510
5231	TMEM255B	13	113759226
5232	PCCA	13	100089015
5233	TUBGCP3	13	112485011
5234	GRK1	13	113667219
5235	RNF113B	13	98175785
5236	OBI1	13	78614289
5237	GPC5	13	91398621
5238	UBL3	13	29764371
5239	RASA3	13	113977783
5240	GPC6	13	93226807
5241	MLNR	13	49220338
5242	FLT3	13	28003274
5243	ARGLU1	13	106541673
5244	FARP1	13	98142562
5245	FAM216B	13	42781550
5246	ITM2B	13	48232612
5247	TRIM13	13	49995888
5248	KCNRG	13	50015254
5249	RNASEH2B	13	50909747
